5275	264	304	80	0.807	0.388	861.356	3.862	0	354	42	0.600	0.369	858.605	3.789	0
5295	265	75	96	0.807	0.388	861.356	3.913	0	142	75	0.600	0.370	858.605	3.791	0
5315	266	103	77	0.807	0.388	861.356	3.864	0	160	33	0.600	0.370	858.605	3.785	0
5335	267	92	76	0.806	0.388	861.356	3.945	0	131	64	0.599	0.370	858.605	3.835	0
5354	268	80	93	0.806	0.388	861.356	3.845	0	139	43	0.599	0.370	858.605	3.852	0
5374	269	93	89	0.805	0.388	859.012	3.855	0	150	85	0.598	0.370	847.001	3.817	0
5394	270	96	129	0.805	0.387	859.012	3.874	0	127	79	0.597	0.370	847.001	3.697	0
5414	271	90	109	0.805	0.387	859.012	3.806	0	147	106	0.597	0.370	847.001	3.758	0
5434	272	83	87	0.804	0.386	859.012	3.799	0	140	85	0.597	0.369	847.001	3.714	0
5454	273	90	128	0.804	0.386	859.012	3.745	0	142	87	0.597	0.369	847.001	3.705	0
5474	274	90	114	0.804	0.386	858.508	3.720	0	137	85	0.597	0.369	848.290	3.731	0
5494	275	135	81	0.804	0.385	858.508	3.820	0	180	61	0.597	0.369	848.290	3.743	0
5514	276	162	74	0.804	0.385	858.508	3.921	0	210	84	0.597	0.369	848.290	3.637	0
5534	277	172	102	0.805	0.385	858.508	3.700	0	212	41	0.597	0.369	848.290	3.690	0
5554	278	184	114	0.806	0.385	858.508	3.735	0	220	76	0.598	0.369	848.290	3.735	0
5574	279	193	118	0.806	0.386	859.471	3.728	0	221	68	0.598	0.369	851.700	3.709	0
5594	280	183	83	0.807	0.386	859.471	3.809	0	213	43	0.599	0.370	851.700	3.694	0
5614	281	153	101	0.807	0.387	859.471	3.815	0	222	67	0.599	0.370	851.700	3.690	0
5634	282	196	102	0.808	0.387	859.471	3.793	0	234	46	0.600	0.370	851.700	3.586	0
5653	283	164	95	0.808	0.387	859.471	3.802	0	231	59	0.600	0.371	851.700	3.702	0
